Data,SP500,Apple,Microsoft,Alphabet,Amazon,Nvidia,Tesla,Meta,VIX,Taxa_Juros_10Y
2022-03-03,4363.490234375,163.02197265625,287.4561462402344,132.98231506347656,147.89849853515625,23.673505783081055,279.7633361816406,201.72642517089844,30.479999542236328,1.843999981880188
2022-03-04,4328.8701171875,160.02102661132812,281.5694580078125,131.00296020507812,145.64100646972656,22.896833419799805,279.42999267578125,198.83424377441406,31.979999542236328,1.7239999771118164
2022-03-07,4201.08984375,156.22569274902344,270.9327087402344,125.51283264160156,137.4530029296875,21.31553840637207,268.1933288574219,186.32138061523438,36.45000076293945,1.7510000467300415
2022-03-08,4170.7001953125,154.40164184570312,267.9602355957031,126.23385620117188,136.01449584960938,21.47726058959961,274.79998779296875,189.12411499023438,35.130001068115234,1.871999979019165
2022-03-09,4277.8798828125,159.8052978515625,280.24835205078125,132.506103515625,139.2790069580078,22.97469711303711,286.3233337402344,197.28379821777344,32.45000076293945,1.9479999542236328
2022-03-10,4259.52001953125,155.46078491210938,277.421630859375,131.5223846435547,146.8175048828125,22.619308471679688,279.4333190917969,194.01394653320312,30.229999542236328,2.010999917984009
2022-03-11,4204.31005859375,151.74388122558594,272.0595397949219,128.9809112548828,145.52450561523438,22.062257766723633,265.1166687011719,186.46054077148438,30.75,2.003999948501587
2022-03-14,4173.10986328125,147.71319580078125,268.5333557128906,125.0882568359375,141.85299682617188,21.2935733795166,255.4566650390625,185.48654174804688,31.770000457763672,2.140000104904175
2022-03-15,4262.4501953125,152.09695434570312,278.9371032714844,128.31301879882812,147.3665008544922,22.933767318725586,267.2966613769531,190.85345458984375,29.829999923706055,2.1600000858306885
2022-03-16,4357.85986328125,156.51011657714844,285.96990966796875,132.3675537109375,153.10400390625,24.454164505004883,280.07666015625,202.38235473632812,26.670000076293945,2.187999963760376
2022-03-17,4411.669921875,157.5202178955078,286.77618408203125,132.92222595214844,157.23899841308594,24.723705291748047,290.5333251953125,206.5665740966797,25.670000076293945,2.191999912261963
2022-03-18,4463.1201171875,160.81539916992188,291.8371887207031,135.19305419921875,161.25050354003906,26.40782356262207,301.7966613769531,215.16358947753906,23.8700008392334,2.1480000019073486
2022-03-21,4461.18017578125,162.1884002685547,290.60357666015625,135.16921997070312,161.4915008544922,26.688344955444336,307.0533447265625,210.19422912597656,23.530000686645508,2.315000057220459
2022-03-22,4511.60986328125,165.56199645996094,295.36334228515625,138.90992736816406,164.88900756835938,26.478702545166016,331.32666015625,215.3225860595703,22.940000534057617,2.372999906539917
2022-03-23,4456.240234375,166.9251708984375,290.9241027832031,137.32833862304688,163.4080047607422,25.59022331237793,333.03668212890625,212.15216064453125,23.56999969482422,2.321000099182129
2022-03-24,4520.16015625,170.710693359375,295.4022216796875,140.60226440429688,163.64950561523438,28.101926803588867,337.97332763671875,218.22471618652344,21.670000076293945,2.3410000801086426
2022-03-25,4543.06005859375,171.34814453125,294.9942321777344,140.70257568359375,164.77349853515625,27.644704818725586,336.8800048828125,220.46092224121094,20.809999465942383,2.492000102996826
2022-03-28,4575.52001953125,172.21116638183594,301.8134460449219,140.48655700683594,168.99049377441406,28.170812606811523,363.9466552734375,222.22010803222656,19.6299991607666,2.4769999980926514
2022-03-29,4631.60009765625,175.5063018798828,306.3887023925781,141.5293426513672,169.31500244140625,28.607065200805664,366.5233459472656,228.45166015625,18.899999618530273,2.4000000953674316
2022-03-30,4602.4501953125,174.3393096923828,304.88311767578125,140.96624755859375,166.30099487304688,27.642715454101562,364.663330078125,226.4539794921875,19.329999923706055,2.3580000400543213
2022-03-31,4530.41015625,171.24021911621094,299.4918518066406,138.11489868164062,162.99749755859375,27.23940086364746,359.20001220703125,220.99758911132812,20.559999465942383,2.3269999027252197
2022-04-01,4545.85986328125,170.946044921875,300.57012939453125,139.1904754638672,163.55999755859375,26.666383743286133,361.5299987792969,223.47235107421875,19.6299991607666,2.377000093460083
2022-04-04,4582.64013671875,174.996337890625,305.96136474609375,141.99217224121094,168.34649658203125,27.313276290893555,381.8166809082031,232.4569549560547,18.56999969482422,2.4119999408721924
2022-04-05,4525.1201171875,171.68157958984375,301.9883117675781,139.62799072265625,164.05499267578125,25.88671875,363.7533264160156,230.4195556640625,21.030000686645508,2.555999994277954
2022-04-06,4481.14990234375,168.513916015625,290.93377685546875,135.6126708984375,158.75599670410156,24.36531639099121,348.586669921875,221.9318389892578,22.100000381469727,2.6089999675750732
2022-04-07,4500.2099609375,168.81790161132812,292.7503356933594,134.95767211914062,157.7845001220703,24.16666030883789,352.4200134277344,221.58399963378906,21.549999237060547,2.6519999504089355
2022-04-08,4488.27978515625,166.8074493408203,288.4761962890625,132.37449645996094,154.4604949951172,23.079517364501953,341.8299865722656,220.96778869628906,21.15999984741211,2.7130000591278076
2022-04-11,4412.52978515625,162.55125427246094,277.1011047363281,127.94107818603516,151.1219940185547,21.87957191467285,325.30999755859375,215.13377380371094,24.3700008392334,2.7799999713897705
2022-04-12,4397.4501953125,164.42437744140625,273.9925842285156,126.83968353271484,150.78750610351562,21.467275619506836,328.98333740234375,212.82797241210938,24.260000228881836,2.7249999046325684
2022-04-13,4446.58984375,167.11151123046875,279.3935852050781,129.0042266845703,155.54100036621094,22.165081024169922,340.7900085449219,213.6727752685547,21.81999969482422,2.687000036239624
2022-04-14,4392.58984375,162.10009765625,271.8263854980469,125.86192321777344,151.7064971923828,21.221696853637695,328.3333435058594,208.89222717285156,22.700000762939453,2.828000068664551
2022-04-18,4391.68994140625,161.88436889648438,272.49658203125,126.80193328857422,152.78500366210938,21.745803833007812,334.7633361816406,209.4786376953125,22.170000076293945,2.861999988555908
2022-04-19,4462.2099609375,164.16937255859375,277.1398620605469,129.1184844970703,158.11549377441406,22.160093307495117,342.7166748046875,215.9785614013672,21.3700008392334,2.9130001068115234
2022-04-20,4459.4501953125,164.002685546875,278.1695556640625,127.1629409790039,153.9980010986328,21.4453125,325.73333740234375,199.19204711914062,20.31999969482422,2.8399999141693115
2022-04-21,4393.66015625,163.20831298828125,272.77838134765625,123.95953369140625,148.29600524902344,20.14853286743164,336.260009765625,186.91773986816406,22.68000030517578,2.9170000553131104
2022-04-22,4271.77978515625,158.66763305664062,266.1922912597656,118.81600952148438,144.35000610351562,19.481670379638672,335.01666259765625,182.98196411132812,28.209999084472656,2.9059998989105225
2022-04-25,4296.1201171875,159.7366485595703,272.6909484863281,122.23096466064453,146.07400512695312,19.868011474609375,332.67333984375,185.8443145751953,27.020000457763672,2.8259999752044678
2022-04-26,4175.2001953125,153.77395629882812,262.49127197265625,117.83726501464844,139.39100646972656,18.755916595458984,292.1400146484375,179.84132385253906,33.52000045776367,2.7720000743865967
2022-04-27,4183.9599609375,153.5484161376953,275.1194152832031,113.51160430908203,138.16700744628906,18.3835506439209,293.836669921875,173.87806701660156,31.600000381469727,2.818000078201294
2022-04-28,4287.5,160.4819793701172,281.3460388183594,117.71063232421875,144.59649658203125,19.748218536376953,292.5033264160156,204.46949768066406,29.989999771118164,2.86299991607666
2022-04-29,4131.93017578125,154.60752868652344,269.58245849609375,113.32786560058594,124.28150177001953,18.51532745361328,290.2533264160156,199.24172973632812,33.400001525878906,2.88700008392334
2022-05-02,4155.3798828125,154.91159057617188,276.3336486816406,115.784423828125,124.5,19.499643325805664,300.9800109863281,209.83642578125,32.34000015258789,2.996000051498413
2022-05-03,4175.47998046875,156.40223693847656,273.72064208984375,116.53028106689453,124.25350189208984,19.568523406982422,303.0833435058594,210.73092651367188,29.25,2.9600000381469727
2022-05-04,4300.169921875,162.8160400390625,281.68609619140625,121.42353820800781,125.92849731445312,20.299274444580078,317.5400085449219,222.0411834716797,25.420000076293945,2.9170000553131104
2022-05-05,4146.8701171875,153.74456787109375,269.4173278808594,115.70745849609375,116.40699768066406,18.811819076538086,291.09332275390625,207.00387573242188,31.200000762939453,3.065999984741211
2022-05-06,4123.33984375,154.47132873535156,266.8722229003906,114.95364379882812,114.77249908447266,18.643108367919922,288.54998779296875,202.5215301513672,30.190000534057617,3.122999906539917
2022-05-09,3991.239990234375,149.3445587158203,257.01251220703125,111.74031829833984,108.78900146484375,16.921052932739258,262.3699951171875,195.00782775878906,34.75,3.0789999961853027
2022-05-10,4001.050048828125,151.7507781982422,261.79180908203125,113.61139678955078,108.85900115966797,17.56495475769043,266.67999267578125,196.4390106201172,32.9900016784668,2.993000030517578
2022-05-11,3935.179931640625,143.8838348388672,253.09786987304688,112.82434844970703,105.37200164794922,16.601600646972656,244.6666717529297,187.58358764648438,32.560001373291016,2.9210000038146973
2022-05-12,3930.080078125,140.01419067382812,248.04656982421875,112.07103729248047,106.93049621582031,16.147377014160156,242.6666717529297,190.06829833984375,31.770000457763672,2.816999912261963
2022-05-13,4023.889892578125,144.48294067382812,253.6515350341797,115.25557708740234,113.05500030517578,17.675762176513672,256.5299987792969,197.40306091308594,28.8700008392334,2.934999942779541
2022-05-16,4008.010009765625,142.94097900390625,254.02061462402344,113.66107177734375,110.81050109863281,17.23451805114746,241.4566650390625,198.81436157226562,27.469999313354492,2.877000093460083
2022-05-17,4088.85009765625,146.5749053955078,259.1884765625,115.6751708984375,115.36849975585938,18.145959854125977,253.8699951171875,201.37855529785156,26.100000381469727,2.9679999351501465
2022-05-18,3923.679931640625,138.30526733398438,247.3877410888672,111.13301086425781,107.11250305175781,16.909076690673828,236.60333251953125,191.06216430664062,30.959999084472656,2.885999917984009
2022-05-19,3900.7900390625,134.89724731445312,246.47250366210938,109.62788391113281,107.31900024414062,17.094757080078125,236.47332763671875,190.1179656982422,29.350000381469727,2.8550000190734863
2022-05-20,3901.360107421875,135.13291931152344,245.90777587890625,108.1619873046875,107.59100341796875,16.665489196777344,221.3000030517578,192.35418701171875,29.43000030517578,2.7869999408721924
2022-05-23,3973.75,140.5543670654297,253.7847137451172,110.72432708740234,107.55699920654297,16.869144439697266,224.96665954589844,195.0277099609375,28.479999542236328,2.8589999675750732
2022-05-24,3941.47998046875,137.8534393310547,252.78179931640625,105.24412536621094,104.0999984741211,16.126413345336914,209.3866729736328,180.1693115234375,29.450000762939453,2.759999990463257
2022-05-25,3978.72998046875,138.01063537597656,255.6054229736328,105.08024597167969,106.7750015258789,16.946012496948242,219.60000610351562,182.70367431640625,28.3700008392334,2.749000072479248
2022-05-26,4057.840087890625,141.21243286132812,258.8963623046875,107.05413818359375,111.07749938964844,17.820514678955078,235.91000366210938,190.45590209960938,27.5,2.75600004196167
2022-05-27,4158.240234375,146.9677276611328,266.0430603027344,111.54713439941406,115.14649963378906,18.77887725830078,253.2100067138672,193.9344482421875,25.719999313354492,2.743000030517578
2022-05-31,4132.14990234375,146.18203735351562,264.7091064453125,112.98274993896484,120.20950317382812,18.640113830566406,252.75332641601562,192.45358276367188,26.190000534057617,2.8440001010894775
2022-06-01,4101.22998046875,146.05438232421875,265.2447204589844,113.11185455322266,121.68399810791016,18.288715362548828,246.7899932861328,187.48422241210938,25.690000534057617,2.930999994277954
2022-06-02,4176.81982421875,148.5097198486328,267.3477478027344,116.81680297851562,125.51100158691406,19.558542251586914,258.3333435058594,197.6416015625,24.719999313354492,2.9130001068115234
2022-06-03,4108.5400390625,142.78384399414062,262.9078369140625,113.75640869140625,122.3499984741211,18.68802833557129,234.51666259765625,189.61109924316406,24.790000915527344,2.9570000171661377
2022-06-06,4121.43017578125,143.5302734375,261.67132568359375,116.02030181884766,124.79000091552734,18.753915786743164,238.27999877929688,193.05987548828125,25.06999969482422,3.0380001068115234
2022-06-07,4160.68017578125,146.05438232421875,265.3225402832031,116.3470458984375,123.0,18.893678665161133,238.8866729736328,194.45127868652344,24.020000457763672,2.9719998836517334
2022-06-08,4115.77001953125,145.31777954101562,263.28759765625,116.3912353515625,121.18000030517578,18.620092391967773,241.86666870117188,195.43519592285156,23.959999084472656,3.0290000438690186
2022-06-09,4017.820068359375,140.0927734375,257.8156433105469,114.04890441894531,116.1500015258789,18.02098846435547,239.7066650390625,182.87265014648438,26.09000015258789,3.0439999103546143
2022-06-10,3900.860107421875,134.68116760253906,246.326416015625,110.40005493164062,109.6500015258789,16.948596954345703,232.22999572753906,174.4943084716797,27.75,3.1559998989105225
2022-06-13,3749.6298828125,129.5249481201172,235.8790740966797,105.66372680664062,103.66999816894531,15.623581886291504,215.73666381835938,163.2535858154297,34.02000045776367,3.365999937057495
2022-06-14,3735.47998046875,130.3892059326172,238.0503387451172,105.9845199584961,102.30999755859375,15.812297821044922,220.88999938964844,162.7268524169922,32.689998626708984,3.4830000400543213
2022-06-15,3789.989990234375,133.01148986816406,245.1288604736328,109.01263427734375,107.66999816894531,16.50226402282715,233.0,168.31239318847656,29.6200008392334,3.3949999809265137
2022-06-16,3666.77001953125,127.73743438720703,238.51768493652344,105.30718231201172,103.66000366210938,15.577649116516113,213.10000610351562,159.8843536376953,32.95000076293945,3.306999921798706
2022-06-17,3674.840087890625,129.21063232421875,241.12705993652344,106.40959167480469,106.22000122070312,15.856231689453125,216.75999450683594,162.7367706298828,31.1299991607666,3.239000082015991
2022-06-21,3764.7900390625,133.44366455078125,247.0566864013672,110.77993774414062,108.68000030517578,16.541208267211914,237.0366668701172,156.0877685546875,30.190000534057617,3.306999921798706
2022-06-22,3759.889892578125,132.93296813964844,246.4627685546875,110.72383117675781,108.94999694824219,16.335514068603516,236.086669921875,154.89512634277344,28.950000762939453,3.1559998989105225
2022-06-23,3795.72998046875,135.80079650878906,252.04185485839844,111.47314453125,112.44000244140625,16.200714111328125,235.07000732421875,157.77737426757812,29.049999237060547,3.068000078201294
2022-06-24,3911.739990234375,139.13026428222656,260.6489562988281,117.16688537597656,116.45999908447266,17.10036849975586,245.7066650390625,169.11741638183594,27.229999542236328,3.125
2022-06-27,3900.110107421875,139.13026428222656,257.9130554199219,115.0400619506836,113.22000122070312,16.84375,244.9199981689453,168.45155334472656,26.950000762939453,3.194000005722046
2022-06-28,3821.550048828125,134.98562622070312,249.72454833984375,111.24026489257812,107.4000015258789,15.958080291748047,232.663330078125,159.69552612304688,28.360000610351562,3.2060000896453857
2022-06-29,3818.830078125,136.74365234375,253.4049835205078,110.93636322021484,108.91999816894531,15.518738746643066,228.49000549316406,162.93553161621094,28.15999984741211,3.0929999351501465
2022-06-30,3785.3798828125,134.2785186767578,250.06532287597656,108.21662139892578,106.20999908447266,15.136311531066895,224.47332763671875,160.26202392578125,28.709999084472656,2.9719998836517334
2022-07-01,3825.330078125,136.4490203857422,252.74282836914062,107.99266815185547,109.55999755859375,14.501263618469238,227.26333618164062,159.04949951171875,26.700000762939453,2.8889999389648438
2022-07-05,3831.389892578125,139.03204345703125,255.9267120361328,112.48716735839844,113.5,14.941601753234863,233.06666564941406,167.15951538085938,27.540000915527344,2.809000015258789
2022-07-06,3845.080078125,140.3677215576172,259.1982727050781,113.78720092773438,114.33000183105469,15.107354164123535,231.73333740234375,168.72984313964844,26.729999542236328,2.9130001068115234
2022-07-07,3902.6201171875,143.7365264892578,261.3305358886719,117.9693374633789,116.33000183105469,15.834264755249023,244.5433349609375,171.135009765625,26.079999923706055,3.007999897003174
2022-07-08,3899.3798828125,144.41416931152344,260.6100158691406,118.53594970703125,115.54000091552734,15.814295768737793,250.76333618164062,169.8330535888672,24.639999389648438,3.1010000705718994
2022-07-11,3854.429931640625,142.28292846679688,257.5429992675781,114.8841323852539,111.75,15.12932300567627,234.3433380126953,161.8820343017578,26.170000076293945,2.990999937057495
2022-07-12,3818.800048828125,143.25526428222656,246.98851013183594,113.2394790649414,109.22000122070312,15.059427261352539,233.07000732421875,162.2696533203125,27.290000915527344,2.9579999446868896
2022-07-13,3801.780029296875,142.89187622070312,246.06353759765625,110.59073638916016,110.4000015258789,15.141304016113281,237.0399932861328,162.48831176757812,26.81999969482422,2.9040000438690186
2022-07-14,3790.3798828125,145.8186492919922,247.3877410888672,109.61150360107422,110.62999725341797,15.348991394042969,238.31333923339844,157.08163452148438,26.399999618530273,2.9600000381469727
2022-07-15,3863.159912109375,147.48829650878906,249.95819091796875,111.01183319091797,113.55000305175781,15.738409996032715,240.06666564941406,163.69088745117188,24.229999542236328,2.930000066757202
2022-07-18,3830.85009765625,144.4436492919922,247.55325317382812,108.28316497802734,113.76000213623047,16.076900482177734,240.54666137695312,166.2053985595703,25.299999237060547,2.9600000381469727
2022-07-19,3936.68994140625,148.303466796875,252.69419860839844,113.03041076660156,118.20999908447266,16.96656608581543,245.52999877929688,174.7030029296875,24.5,3.0190000534057617
2022-07-20,3959.89990234375,150.30703735351562,255.362060546875,113.11980438232422,122.7699966430664,17.78034782409668,247.5,181.96820068359375,23.8799991607666,3.0360000133514404
2022-07-21,3998.949951171875,152.5758056640625,257.8643493652344,113.55679321289062,124.62999725341797,18.022979736328125,271.7066650390625,182.04769897460938,23.110000610351562,2.9100000858306885
2022-07-22,3961.6298828125,151.33828735351562,253.5023193359375,107.16090393066406,122.41999816894531,17.29307746887207,272.24334716796875,168.23289489746094,23.030000686645508,2.7829999923706055
2022-07-25,3966.840087890625,150.2186737060547,252.01260375976562,106.77357482910156,121.13999938964844,16.99852180480957,268.4333190917969,165.62893676757812,23.360000610351562,2.819999933242798
2022-07-26,3921.050048828125,148.8927764892578,245.26515197753906,104.30062866210938,114.80999755859375,16.508256912231445,258.8599853515625,158.17489624023438,24.690000534057617,2.7869999408721924
2022-07-27,4023.610107421875,153.9900665283203,261.66162109375,112.28555297851562,120.97000122070312,17.763376235961914,274.82000732421875,168.54100036621094,23.239999771118164,2.7339999675750732
2022-07-28,4072.429931640625,154.54010009765625,269.1296081542969,113.4376220703125,122.27999877929688,17.95708465576172,280.8999938964844,159.73529052734375,22.329999923706055,2.680999994277954
2022-07-29,4130.2900390625,159.60789489746094,273.34552001953125,115.52322387695312,134.9499969482422,18.135814666748047,297.1499938964844,158.12521362304688,21.329999923706055,2.6419999599456787
2022-08-01,4118.6298828125,158.6257781982422,270.6874694824219,114.0732192993164,135.38999938964844,18.41339874267578,297.27667236328125,158.95010375976562,22.84000015258789,2.6059999465942383
2022-08-02,4091.18994140625,157.15257263183594,267.58148193359375,114.34138488769531,134.16000366210938,18.498273849487305,300.586669921875,159.20851135253906,23.93000030517578,2.740999937057495
2022-08-03,4155.169921875,163.1632843017578,275.0299072265625,117.27116394042969,139.52000427246094,18.864723205566406,307.39666748046875,167.76577758789062,21.950000762939453,2.747999906539917
2022-08-04,4151.93994140625,162.8489990234375,276.1789245605469,117.38042449951172,142.57000732421875,19.186241149902344,308.6333312988281,169.52493286132812,21.440000534057617,2.6760001182556152
2022-08-05,4145.18994140625,162.622802734375,275.4583740234375,116.66534423828125,140.8000030517578,18.9605770111084,288.1700134277344,166.08612060546875,21.149999618530273,2.8399999141693115
2022-08-08,4140.06005859375,162.1507110595703,272.93658447265625,116.49651336669922,139.41000366210938,17.76637077331543,290.42333984375,169.20687866210938,21.290000915527344,2.765000104904175
2022-08-09,4122.47021484375,162.1998748779297,274.8644104003906,115.83110046386719,137.8300018310547,17.060426712036133,283.3333435058594,167.49740600585938,21.770000457763672,2.796999931335449
2022-08-10,4210.240234375,166.44862365722656,281.54376220703125,118.88007354736328,142.69000244140625,18.069913864135742,294.3566589355469,177.24732971191406,19.739999771118164,2.7860000133514404
2022-08-11,4207.27001953125,165.71102905273438,279.4601135253906,118.02596282958984,140.63999938964844,17.915143966674805,286.6300048828125,176.40252685546875,20.200000762939453,2.888000011444092
2022-08-12,4280.14990234375,169.26145935058594,284.2213439941406,120.84650421142578,143.5500030517578,18.680999755859375,300.0299987792969,179.3940887451172,19.530000686645508,2.8489999771118164
2022-08-15,4297.14013671875,170.33349609375,285.7402648925781,121.2437744140625,143.17999267578125,19.003515243530273,309.32000732421875,179.7816925048828,19.950000762939453,2.7909998893737793
2022-08-16,4305.2001953125,170.1761474609375,285.0002746582031,120.86636352539062,144.77999877929688,18.85074234008789,306.5633239746094,178.3704071044922,19.690000534057617,2.8239998817443848
2022-08-17,4274.0400390625,171.6710662841797,284.24896240234375,118.7311019897461,142.10000610351562,18.30755615234375,303.9966735839844,173.77871704101562,19.899999618530273,2.8929998874664307
2022-08-18,4283.740234375,171.2776336669922,283.1268005371094,119.34685516357422,142.3000030517578,18.744903564453125,302.8699951171875,173.58985900878906,19.559999465942383,2.880000114440918
2022-08-19,4228.47998046875,168.69100952148438,279.2044372558594,116.4071273803711,138.22999572753906,17.822284698486328,296.6666564941406,166.93092346191406,20.600000381469727,2.989000082015991
2022-08-22,4137.990234375,164.80616760253906,271.00830078125,113.45747375488281,133.22000122070312,17.008502960205078,289.913330078125,162.05101013183594,23.799999237060547,3.0369999408721924
