,Média,Mediana,Desvio Padrão,Mínimo,Máximo,Q1 (25%),Q3 (75%),IQR,Assimetria,Curtose
retorno_sp500,0.00027726886069115886,0.0002506825210808,0.01103814730209488,-0.044199163031974,0.0539525156647976,-0.0058056074105833,0.006710267748195151,0.012515875158778451,-0.2233924489022847,1.8067918624648334
retorno_bigtech,0.0006139158041178523,0.0006019136680558,0.019603864951081375,-0.0838786250591433,0.0849597423885678,-0.00948108531028825,0.01203974226997125,0.0215208275802595,-0.16323489461059315,1.5626360777713444
vix,19.371864204559124,18.399999618530277,5.7352397643526745,11.859999656677246,38.56999969482422,14.324999809265138,22.850000381469727,8.525000572204588,0.7536133860548967,-0.2966724276736348
taxa_juros_10y,3.711613848428434,3.858000040054321,0.735313975911259,1.6679999828338623,4.98799991607666,3.41349995136261,4.25,0.8365000486373901,-1.0169634252171749,0.5343941060816744
