Data,Retorno_SP500,Retorno_Apple,Retorno_Microsoft,Retorno_Alphabet,Retorno_Amazon,Retorno_Nvidia,Retorno_Tesla,Retorno_Meta,VIX,Taxa_Juros_10Y,Retorno_BigTech_Index
2022-01-19,-0.009736790941460195,-0.021249055492299048,0.0022443759907895635,-0.006502893557846952,-0.016614359071245203,-0.03280657184848034,-0.03441330009854252,0.0045160684932239,23.850000381469727,1.8270000219345093,-0.012009904081110913
2022-01-20,-0.011098742304330734,-0.010400742913953686,-0.005719726050440658,-0.01347870266471211,-0.030080217077818206,-0.037267835003901496,0.000622510083264904,-0.009526250835822727,25.59000015258789,1.8329999446868896,-0.009502852750249625
2022-01-21,-0.019095995324635427,-0.012847464076310404,-0.018640775285318816,-0.022423906151072613,-0.06134555364691525,-0.0326599613995162,-0.0539980722931419,-0.04321906868097918,28.850000381469727,1.746999979019165,-0.03670234315294275
2022-01-24,0.0027679047582695165,-0.004876132955969747,0.001148071584995491,0.003465265046832013,0.01323896043083007,-8.568269903126055e-05,-0.014835635717323473,0.01810867329820301,29.899999618530273,1.7350000143051147,0.002114958999378854
2022-01-25,-0.012246590556866267,-0.011450070711215631,-0.02694835994716402,-0.030024823145448173,-0.03204163984338447,-0.04587655485012264,-0.012551567227813773,-0.02812012574610384,31.15999984741211,1.7829999923706055,-0.023215566788708845
2022-01-26,-0.0014977569258856588,-0.0005633306801473994,0.028094796673559,0.017941876508495536,-0.007986135126473034,0.019869467010551603,0.02048773822340817,-0.018562006599737446,31.959999084472656,1.8480000495910645,0.007918059382361554
2022-01-27,-0.005398635199970923,-0.002947439788720444,0.010493899028676411,-0.001765830458440077,0.005493528624727967,-0.037037932459206765,-0.12277997465910719,3.397444996639902e-05,30.489999771118164,1.8070000410079956,-0.024207420712012668
2022-01-28,0.024055967914736694,0.06745065685442048,0.02769446584860033,0.03313352972136993,0.030610731040560255,0.040019552854566716,0.02059221036289143,0.02371208772818097,27.65999984741211,1.781999945640564,0.031299851917669784
2022-01-31,0.018709826222984446,0.025790301361746183,0.008785214534655117,0.014535706383481143,0.038127433338896885,0.06958833649516928,0.10145138741776683,0.0375672700087403,24.829999923706055,1.781999945640564,0.042569232130033975
2022-02-01,0.006839560348317067,-0.0009731061606015245,-0.007164373209879979,0.01715031302543378,0.01077253018259915,0.006188274807241272,-0.005856643341232021,0.018157496785669698,21.959999084472656,1.7999999523162842,0.004079574021310095
2022-02-02,0.009378400448324454,0.007019660927498041,0.015107184757439156,0.07254153352677915,-0.0038501180924552735,0.02421936040483607,-0.02786380690498853,0.012461227291964794,22.09000015258789,1.7660000324249268,0.008497058738848103
2022-02-03,-0.024693471720120656,-0.01686109631608337,-0.03973108904116096,-0.033738513656906395,-0.08134849507057183,-0.05262448218104753,-0.016162405874435497,-0.30639057815035836,24.350000381469727,1.8270000219345093,-0.08387862505914333
2022-02-04,0.005143678439863626,-0.0016807592062414406,0.015448487266039257,0.0014176094285590019,0.1269489157684572,0.015373235160779647,0.035474386816493036,-0.002821875033356569,23.219999313354492,1.9299999475479126,0.026354437072835305
2022-02-07,-0.003708580927828488,-0.00424357478608478,-0.016444987886612132,-0.028972406199210207,0.001875974577811346,0.01667810074149855,-0.017458706575610557,-0.052739506036272456,22.860000610351562,1.9160000085830688,-0.019801199986733044
2022-02-08,0.00836611346663433,0.01829831043002119,0.011923975231070302,0.0014214762626429788,0.02178265381683596,0.015250367727053285,0.016028052271245364,-0.021254996213984235,21.440000534057617,1.9539999961853027,0.008368236627315014
2022-02-09,0.014412842079264784,0.008259451385293428,0.021599826087590073,0.015609140767454137,-0.0013886979453967615,0.061664388377545204,0.010787525285489406,0.05229202108750836,19.959999084472656,1.9290000200271606,0.020061202093521083
2022-02-10,-0.01828182448505601,-0.02388170000459922,-0.028783131196917038,-0.02121332757833658,-0.013654506185153747,-0.033546712800688765,-0.0298952129692807,-0.017084742030683654,23.90999984741211,2.0309998989105225,-0.023854904146136023
2022-02-11,-0.019151682638086528,-0.02042574238383534,-0.02457357914554957,-0.03179044845792703,-0.03657177570139793,-0.07537772694558527,-0.050505215210130634,-0.038072625936442846,27.360000610351562,1.9550000429153442,-0.03539544300425608
2022-02-14,-0.0038479907556283146,0.001422129314883003,-0.00013583970594142236,0.009217737330186241,0.012147601490993106,0.013190952058836417,0.018159773032297852,-0.008462045550764803,28.329999923706055,1.996000051498413,0.005583079527722337
2022-02-15,0.015643717646064172,0.022888623557913275,0.01837265656506442,0.007955692122131364,0.008621083638872947,0.08783869131305218,0.05191932445845771,0.015044682283702638,25.700000762939453,2.0450000762939453,0.02545016185610076
2022-02-16,0.0008808197202838003,-0.001389835879080175,-0.0011679559171356702,0.008234173685786963,0.010107783346743868,0.0006035714436759554,0.0010402120327626255,-0.020387435014314316,24.290000915527344,2.046999931335449,-0.0014580472457203719
2022-02-17,-0.021400504136936647,-0.02149878767883317,-0.029719424489838907,-0.03847664366042132,-0.022050230393006458,-0.07860086193018224,-0.05228610180162916,-0.041632390870282115,28.110000610351562,1.972000002861023,-0.036759896945416405
2022-02-18,-0.007191961663866342,-0.009399651420043433,-0.009677477893783011,-0.016247051340096408,-0.013350682834785058,-0.03593395670481698,-0.022350967561475237,-0.00749020434281206,27.75,1.9320000410079956,-0.013836654032053338
2022-02-22,-0.010194735435016016,-0.017972927624057403,-0.0007296685451146785,-0.004530987573420926,-0.01587889987657254,-0.010716415881253839,-0.04224617718140919,-0.01998893577895173,28.809999465942383,1.9479999542236328,-0.017985831229359574
2022-02-23,-0.018583735748788438,-0.026204549372209767,-0.026234325942387903,-0.01729238580251276,-0.03641116014436802,-0.04382794841845187,-0.07254830168258311,-0.018126547950826844,31.020000457763672,1.9769999980926514,-0.035532245046008756
2022-02-24,0.014846105252724002,0.0165425005659662,0.04983094456900611,0.03921680415688503,0.04410800497645022,0.05901779491717687,0.04695367409397792,0.04507602175663292,30.31999969482422,1.968999981880188,0.04240014836231513
2022-02-25,0.022126080551265786,0.012882106341419463,0.009190837237228801,0.013239976663001486,0.01593036537376894,0.01707586706617147,0.011299945777284081,0.013777466466922636,27.59000015258789,1.9859999418258667,0.012327595893182304
2022-02-28,-0.0024455914631261143,0.0016365851747359792,0.004965772626216333,0.004433811874142577,-0.0014673390183547882,0.009394059320169812,0.07211363413565586,0.0026096699881888656,30.149999618530273,1.8389999866485596,0.018807943203912363
2022-03-01,-0.015594467786613053,-0.011695871259928872,-0.012935113922242407,-0.007398353661085181,-0.015891148369833387,-0.037947167357883185,-0.006986492144572377,-0.036383525789815775,33.31999969482422,1.7070000171661377,-0.015446430947755
2022-03-02,0.018471046780652183,0.02037912689423079,0.01760983085079902,0.0037971876739953747,0.006006111112644554,0.03132789346022659,0.01779600470296842,0.022449981518362926,30.739999771118164,1.8650000095367432,0.016210043631899044
2022-03-03,-0.005268520744245652,-0.001983279208711888,-0.01432673103356233,-0.0050061919260611905,-0.02769967430173762,-0.02111285386076011,-0.04724057511561311,-0.025008515156002952,30.479999542236328,1.843999981880188,-0.02261582909408124
2022-03-04,-0.007965684543001903,-0.018579770373673213,-0.020691154163477003,-0.014996230001815691,-0.015381483821486462,-0.03335790098990753,-0.0011922300504741562,-0.014440916854051451,31.979999542236328,1.7239999771118164,-0.01391850299895602
2022-03-07,-0.029962586814416495,-0.02400351281170707,-0.038508676807985066,-0.04281191446241107,-0.05786267214586164,-0.07156231298322652,-0.04104369101185902,-0.06499849631218044,36.45000076293945,1.7510000467300415,-0.04473048633574378
2022-03-08,-0.007260043975698096,-0.011744438858720369,-0.011031887955397024,0.0057281828365417726,-0.010520594620232346,0.007558419030749778,0.024335419149005895,0.014930457138180704,35.130001068115234,1.871999979019165,0.003586362593102255
2022-03-09,0.025373598122141117,0.03439891454632573,0.044837586792956935,0.04849252032891536,0.023717698424230754,0.06739875639177259,0.04107819387010212,0.0422397995582727,32.45000076293945,1.9479999542236328,0.04057306725082544
2022-03-10,-0.004301049920247209,-0.0275626730417628,-0.01013769966897279,-0.007451646076832252,0.052711186532696214,-0.01558958614988408,-0.024358017786858904,-0.01671324633357558,30.229999542236328,2.010999917984009,-0.008896077661854223
2022-03-11,-0.013046278933238144,-0.024199405040660118,-0.01951754333677931,-0.019512643913411096,-0.008845856240147519,-0.024935543455593425,-0.05259370365966602,-0.039710406760446994,30.75,2.003999948501587,-0.02959526338708691
2022-03-14,-0.007448675095533314,-0.026921580252586924,-0.013045802570357097,-0.03064487579352156,-0.025553208143987614,-0.035463047303840096,-0.03711720154932235,-0.005237310873318226,31.770000457763672,2.140000104904175,-0.022826855285762036
2022-03-15,0.021182629724144964,0.02924564757799521,0.03801118402765973,0.025453195165166413,0.03813139923769891,0.07420507195633354,0.04530634609366675,0.028523551908684063,29.829999923706055,2.1600000858306885,0.036363123709665934
2022-03-16,0.022136921648393443,0.028602475517302765,0.024900274229774703,0.031109812848328068,0.03819476755459102,0.06419014894610381,0.046704219074345354,0.058652873355678606,26.670000076293945,2.187999963760376,0.03893850875146447
2022-03-17,0.012272205068700267,0.006433167061353402,0.0028154707835246822,0.004181639037658333,0.02664947618554765,0.010961982980043706,0.03665493442277862,0.020463999707301585,25.670000076293945,2.191999912261963,0.017284834123275847
2022-03-18,0.011594814411888112,0.02070330052389882,0.017494008775258568,0.01693959812142083,0.025192147663773066,0.06589780151924672,0.03803519751155836,0.040775866931404135,23.8700008392334,2.1480000019073486,0.02845708905772365
2022-03-21,-0.0004347548543014596,0.008501505991880511,-0.004236014985601785,-0.0001763132718908296,0.001493436589994942,0.010566638262405482,0.017268009913468576,-0.023366616234776903,23.530000686645508,2.315000057220459,0.0008024410665434228
2022-03-22,0.011240699554074212,0.02058710150464531,0.01624620831451697,0.027298243788281953,0.020820051155123028,-0.007886219252233286,0.0760832835953988,0.02410530006852671,22.940000534057617,2.372999906539917,0.03410091849073487
2022-03-23,-0.012348630252495208,0.008199907908913544,-0.015143849246029755,-0.011451027769037836,-0.009022396175222974,-0.034130355647148884,0.005147863044765912,-0.01483354781893834,23.56999969482422,2.321000099182129,-0.00631111057947123
2022-03-24,0.014242012281618024,0.022424638458592258,0.015275473013422301,0.02356039377021373,0.0014768099843156708,0.09362776682946107,0.014714339594958641,0.028221583956266113,21.670000076293945,2.3410000801086426,0.01894024487297234
2022-03-25,0.005053380704237665,0.003727147725473889,-0.0013820867799302092,0.000713185621102972,0.0068448147304497955,-0.01640394134340044,-0.003240181703986614,0.010195115718908757,20.809999465942383,2.492000102996826,0.0015932391706156332
2022-03-28,0.007119551020042568,0.005024015583025919,0.02285329396524901,-0.001536465632136527,0.02527066880086216,0.018852225836155583,0.07728050710253655,0.007947912520515254,19.6299991607666,2.4769999980926514,0.03021844173241564
2022-03-29,0.01218204410139109,0.018953515094488938,0.015045466925714526,0.007395259616742051,0.0019184362663260243,0.015367294306483866,0.007054913567225325,0.027656266721461112,18.899999618530273,2.4000000953674316,0.01316877101044419
2022-03-30,-0.006313588999088777,-0.006671494381236091,-0.0049260826753209554,-0.003986581440930491,-0.017961531171231216,-0.03429148460092182,-0.005087674440050588,-0.008782891798008619,19.329999923706055,2.3580000400543213,-0.007832128335046389
2022-03-31,-0.015776335226881762,-0.017936095166114902,-0.017841271226867107,-0.02043454482423869,-0.020064520292900095,-0.014697751397144704,-0.01509517416561853,-0.024389950769344,20.559999465942383,2.3269999027252197,-0.018647493993778574
2022-04-01,0.0034044209614630277,-0.0017193809204143937,0.003593891238778126,0.007757384286439497,0.0034450322821231614,-0.0212607499901063,0.006465651918934319,0.011135905101135338,19.6299991607666,2.377000093460083,0.004826101753515473
2022-04-04,0.008058382532133647,0.023417067424316075,0.017777732545000383,0.01992860885235041,0.02884445449723015,0.02396915867905487,0.05459557817973847,0.039417370352062865,18.56999969482422,2.4119999408721924,0.033419184112460684
2022-04-05,-0.01263115907400537,-0.019123567745596284,-0.013070521111813898,-0.016790254181129928,-0.025822642256601212,-0.05364284739310995,-0.048464637280470575,-0.008803265678885633,21.030000686645508,2.555999994277954,-0.024944164494440785
2022-04-06,-0.009764433912479721,-0.01862314560760538,-0.03729264353964496,-0.029178862494226653,-0.03283328123701215,-0.06056938592690365,-0.042589069768463106,-0.037531499085532286,22.100000381469727,2.6089999675750732,-0.03544795349397945
2022-04-07,0.004244365552037262,0.0018022947264630454,0.0062244788368076235,-0.004841624928253614,-0.0061382328144399005,-0.00818665157184595,0.01093679078037125,-0.0015685547008480085,21.549999237060547,2.6519999504089355,0.0028196170777768093
2022-04-08,-0.0026545466755523947,-0.011980479494458305,-0.014707575152671813,-0.019326189392735796,-0.021291810941382657,-0.04602848010538915,-0.030510186068030958,-0.0027848100583212714,21.15999984741211,2.7130000591278076,-0.018219349313217264
2022-04-11,-0.017021334584696127,-0.02584678629839186,-0.04023013537451916,-0.03406516875840917,-0.021850949776512304,-0.05339211778506772,-0.049534931817513166,-0.02675690001198217,24.3700008392334,2.7799999713897705,-0.03594618291801081
2022-04-12,-0.0034233005304522353,0.011457389957577854,-0.011281397477128158,-0.008645876609843674,-0.0022158166719546393,-0.01902370081127492,0.01122853693277581,-0.010775840243550912,24.260000228881836,2.7249999046325684,-0.0012863747494906144
2022-04-13,0.011112603268901934,0.016210568598703134,0.019520446216810126,0.016921214166255368,0.031037763445815297,0.031988412282713014,0.03525937358618668,0.003961559110491443,21.81999969482422,2.687000036239624,0.02198167603873753
2022-04-14,-0.012218480383508163,-0.030447290316034114,-0.02745791348621164,-0.024659710227960478,-0.024961650159491106,-0.043494028874662694,-0.03723709338922126,-0.022627297737595,22.700000762939453,2.828000068664551,-0.029265679265418593
2022-04-18,-0.0002048892724065068,-0.0013317230541555793,0.002462497127070492,0.007440830048592176,0.007084013688019547,0.024396716887578513,0.01939443951963136,0.0028033066149223858,22.170000076293945,2.861999988555908,0.007884324602438554
2022-04-19,0.01593004474938665,0.014016346266844133,0.01689622492559038,0.01810417864411349,0.034294010908479985,0.018872260793442574,0.023480261839117743,0.03055738386520405,21.3700008392334,2.9130001068115234,0.02276518413494033
2022-04-20,-0.0006186664061825758,-0.0010158514226681513,0.0037085442846442563,-0.015261203334045495,-0.026386116801539967,-0.032786982473240536,-0.05082502163771964,-0.08090972973402452,20.31999969482422,2.8399999141693115,-0.030333192872880964
2022-04-21,-0.014862855551311067,-0.004855424315014242,-0.019571164660529432,-0.025514092806456726,-0.03772931062801116,-0.062374614831436775,0.03180563608534794,-0.0636007939329973,22.68000030517578,2.9170000553131104,-0.013853630253420447
2022-04-22,-0.028132076377366966,-0.02821572242305851,-0.024440728481217304,-0.04237901301477503,-0.026969363430673157,-0.03365743221296524,-0.003704429607069112,-0.021281035104128092,28.209999084472656,2.9059998989105225,-0.02097254331726024
2022-04-25,0.0056817651441118085,0.00671485643511741,0.024120150009450385,0.028336249802751214,0.011872429325306142,0.01963693180757308,-0.007019222592886596,0.015521713589081873,27.020000457763672,2.8259999752044678,0.011126812695389064
2022-04-26,-0.028550008928597752,-0.038042804798289614,-0.03812126524706459,-0.036607845360981404,-0.046830397470919216,-0.05760172038893747,-0.1299278575282087,-0.032834376846846605,33.52000045776367,2.7720000743865967,-0.06153459989356828
2022-04-27,0.0020958490249645954,-0.0014677760023523022,0.04698740895534376,-0.0373994902689235,-0.008819827903123646,-0.020052976371207093,0.005790878918745771,-0.0337206386658471,31.600000381469727,2.818000078201294,0.002321187243828824
2022-04-28,0.024445655340832175,0.04416572632625992,0.02238012577845759,0.03632427198796858,0.045483928748159326,0.07160700856198925,-0.004548029513557434,0.16206451947020664,29.989999771118164,2.86299991607666,0.047063676420874376
2022-04-29,-0.03695915978469415,-0.03729182538801888,-0.04271105458885291,-0.037944261214291244,-0.15139791287665294,-0.06446438652441672,-0.007721957937068309,-0.02589999892288821,33.400001525878906,2.88700008392334,-0.041879557305422185
2022-05-02,0.005659199293818601,0.0019647379986365596,0.024734695658748716,0.02144496375788076,0.0017565476902947816,0.0517972743534812,0.03628977282780161,0.0518094925073021,32.34000015258789,2.996000051498413,0.02716248392365935
2022-05-03,0.004825465075359521,0.009576559875381472,-0.009500975782324094,0.0064211157170715166,-0.001981867083020741,0.00352615227725777,0.006963974902024329,0.004253787538910165,29.25,2.9600000381469727,0.002055364395910411
2022-05-04,0.029425221557325833,0.04018984406892627,0.028685284998925996,0.04113358696574701,0.013390415419768674,0.03666281706734054,0.04659599279666411,0.05228078591530543,25.420000076293945,2.9170000553131104,0.038709023786653425
2022-05-05,-0.03630067756409906,-0.05732839961077585,-0.044531734692966035,-0.04821965329874878,-0.07862161321968106,-0.07609979717574068,-0.08695990905101429,-0.07012535936578657,31.200000762939453,3.065999984741211,-0.06552229547932434
2022-05-06,-0.00569038441395277,0.004715929445487781,-0.009491604243360444,-0.0065361465233640245,-0.014140750847553027,-0.009008793296447291,-0.00877557365586079,-0.021891313805137314,30.190000534057617,3.122999906539917,-0.00974556474911847
2022-05-09,-0.03256151953960419,-0.03375239369448226,-0.03764520859430909,-0.02835135710701643,-0.05354166033985861,-0.09691797098130535,-0.0951126361970946,-0.03780650251915677,34.75,3.0789999961853027,-0.05237627228203832
2022-05-10,0.002454881760409255,0.0159834471924438,0.018424796716934706,0.01660623251748727,0.0006432376717789796,0.03734712769735685,0.016293707630266798,0.007312304497527713,32.9900016784668,2.993000030517578,0.014008517970069558
2022-05-11,-0.016600232095697796,-0.05323328657764204,-0.03377331468943943,-0.0069516542854260645,-0.032556515700991426,-0.056406594776177946,-0.08615264955046516,-0.04612745775628629,32.560001373291016,2.9210000038146973,-0.04801566159181212
2022-05-12,-0.0012968049941124407,-0.027262492080123924,-0.020159741282576794,-0.006699239044943648,0.01468209351950851,-0.02774149273618278,-0.008207980246495447,0.013158925662916994,31.770000457763672,2.816999912261963,-0.0075166616070179056
2022-05-13,0.023589267956869442,0.03141766353412724,0.022344905689604164,0.02801914014358455,0.05569537333818603,0.09043671008510114,0.05555683158900242,0.037864160509494205,28.8700008392334,2.934999942779541,0.03921316844789151
2022-05-16,-0.003954208517722458,-0.010729632139300792,0.0014540078872398807,-0.0139311064160761,-0.020052883582188433,-0.02528009638134791,-0.06055559591829793,0.00712389989789826,27.469999313354492,2.877000093460083,-0.017249135121631506
2022-05-17,0.01996891958146264,0.02510478659277553,0.020140082121095037,0.01756504668986811,0.04030980601090871,0.051533702165578815,0.050132289582274676,0.012814963529283697,26.100000381469727,2.9679999351501465,0.028665967562193674
2022-05-18,-0.041233809291248875,-0.05807327318003798,-0.04659859802741253,-0.04005823219061336,-0.07425163860523774,-0.07059737832317836,-0.07043726926027942,-0.05258765378407972,30.959999084472656,2.885999917984009,-0.057101597114240246
2022-05-19,-0.005850864777347809,-0.024949966608895337,-0.003706467504813475,-0.013636022599616354,0.0019259973748420684,0.010921252951598216,-0.0005496144580126333,-0.00495409107242392,29.350000381469727,2.8550000190734863,-0.006192451450710963
2022-05-20,0.0001461310919903067,0.0017455239157401514,-0.00229386941067169,-0.013461771528587779,0.0025313230136676168,-0.025431746920971013,-0.06631616117599509,0.01169364503828238,29.43000030517578,2.7869999408721924,-0.013983056824365294
2022-05-23,0.018384995412060758,0.03933548658582477,0.031529753095206614,0.023413586583868228,-0.0003161006497306091,0.012146114304429535,0.016432950581559483,0.013803254198502798,28.479999542236328,2.8589999675750732,0.02161326698068616
2022-05-24,-0.008153950903558081,-0.01940328116195412,-0.003959660629887498,-0.0507609174519627,-0.03266897126205679,-0.04502767221132729,-0.07176955888757142,-0.07924462247245977,29.450000762939453,2.759999990463257,-0.042211051625259476
2022-05-25,0.009406385648931585,0.0011396631627593535,0.011108275614202301,-0.0015583493881688255,0.025371870055026394,0.04957404706903555,0.04762508488803113,0.013968546023158808,28.3700008392334,2.749000072479248,0.018924767727831894
2022-05-26,0.019688166007720866,0.022934622479196455,0.012792897158134389,0.018610365219209,0.03950431937060653,0.05031774848871436,0.07164265445291097,0.041555108345893994,27.5,2.75600004196167,0.03637273340402662
2022-05-27,0.024441130195822013,0.039947650347500294,0.027230340439557056,0.04111256077682678,0.0359770770988458,0.052382384368113245,0.0707688185938516,0.018099523576362415,25.719999313354492,2.743000030517578,0.0400290764097942
2022-05-31,-0.006294135193666945,-0.00536034670788657,-0.0050266649852229485,0.012787920037336172,0.043030852834664374,-0.0074167720610992674,-0.0018051917677216725,-0.007665210153617826,26.190000534057617,2.8440001010894775,0.002196551798611358
2022-06-01,-0.007510905041155451,-0.0008736422213018644,0.002021361744561368,0.0011420407716489062,0.01219142464906909,-0.01903169324159093,-0.023876273341224673,-0.026160301416802027,25.690000534057617,2.930999994277954,-0.00830458556748343
2022-06-02,0.018263225415545106,0.016671375599921663,0.007897363929306836,0.0322297287409608,0.030965911805553418,0.06712791202716038,0.04571303469577831,0.05276060264324608,24.719999313354492,2.9130001068115234,0.03156740166927002
2022-06-03,-0.016482405609817057,-0.039318503417869216,-0.01674669642812669,-0.02654752477629257,-0.0255076393596147,-0.04552901192556141,-0.09672413884722543,-0.04148016895817518,24.790000915527344,2.9570000171661377,-0.04384700084800461
2022-06-06,0.003132489407036025,0.005214071461959296,-0.004714306662256437,0.019705795084384293,0.01974655443905197,0.003519449682759058,0.01591980642197778,0.01802524806276977,25.06999969482422,3.0380001068115234,0.010587072230827266
2022-06-07,0.00947833153171984,0.0174330563559882,0.013856984908297548,0.002812308167677896,-0.014447976483889591,0.007424831388257939,0.002542820180630796,0.007181260012051459,24.020000457763672,2.9719998836517334,0.006271313899804607
2022-06-08,-0.010852623040155319,-0.005056106580049556,-0.007699257101832735,0.00037973515503061586,-0.014907309337206952,-0.014586170148617739,0.012397350726358317,0.005047209324364076,23.959999084472656,3.0290000438690186,-0.0007357042169824552
2022-06-09,-0.02408645766515553,-0.0366180568940209,-0.021002193232960518,-0.020329892257985743,-0.042394573681651705,-0.03270412939765126,-0.008970671737446728,-0.0664388360675826,26.09000015258789,3.0439999103546143,-0.030576077691483013
2022-06-10,-0.029542414811409477,-0.03939460684010419,-0.04558721793108211,-0.032516711125271484,-0.057588983573757455,-0.06135204956804979,-0.0316877053198606,-0.04689788484873132,27.75,3.1559998989105225,-0.04198333666533647
2022-06-13,-0.03953993199003993,-0.03903675155157586,-0.04333827494891928,-0.04384896860912226,-0.05608072910711982,-0.08140362261929913,-0.07366972655880115,-0.06658739180837067,34.02000045776367,3.365999937057495,-0.055461474216993344
2022-06-14,-0.003780818039489633,0.00665035731478216,0.009162882829854993,0.003031382517108782,-0.013205363644664271,0.012006548158873616,0.023606322357198544,-0.0032316899732959224,32.689998626708984,3.4830000400543213,0.007065386090259793
2022-06-15,0.014487058836534478,0.019911645000527136,0.029301874753150502,0.028170740993258538,0.05106358079343476,0.042709604613176175,0.0533736162801124,0.03374869284841895,29.6200008392334,3.3949999809265137,0.03675685618026385
2022-06-16,-0.033052207113840666,-0.040458651191689975,-0.027340575135910542,-0.03458216140818154,-0.03795462873180644,-0.05766044705026898,-0.08927688581957327,-0.051370971838210044,32.95000076293945,3.306999921798706,-0.0491831574499736
2022-06-17,0.0021984473410133873,0.011467018208819657,0.010880555956209613,0.01041409525896835,0.02439607839682275,0.01772545163256442,0.017029157609637507,0.017683227201458165,31.1299991607666,3.239000082015991,0.01497953050741425
2022-06-21,0.024182474960671992,0.03223551890080933,0.02429379568482222,0.04024997046326126,0.022895360879700146,0.04229214856884242,0.08942411634475682,-0.041715523353278626,30.190000534057617,3.306999921798706,0.03232464736190189
2022-06-22,-0.0013024200953574458,-0.00383439817290816,-0.0024068681687415437,-0.0005065969654248875,0.0024812460138330314,-0.012513223214877708,-0.004015858661335937,-0.007670184300018719,28.950000762939453,3.1559998989105225,-0.0032087627649591555
2022-06-23,0.00948707248555652,0.02134407819353928,0.02238422269891137,0.006744612005734225,0.03153073437129849,-0.008286192721576413,-0.0043156097521520964,0.01843673211767917,29.049999237060547,3.068000078201294,0.014300150499056915
2022-06-24,0.030105539729901033,0.024221566971300817,0.03357934255356419,0.049815583564479016,0.03512809079637085,0.05404469075676547,0.04425503260828766,0.06940822937444262,27.229999542236328,3.125,0.04279067056805821
2022-06-27,-0.0029774998903406716,0.0,-0.010551973351598217,-0.01831885674528261,-0.02821501915746544,-0.015120344860477381,-0.003206786761701394,-0.0039450539618164585,26.950000762939453,3.194000005722046,-0.009216358492228812
2022-06-28,-0.0203486731494949,-0.03024234705581989,-0.032264029843325374,-0.033588021853021024,-0.0527726431080026,-0.05401436579405139,-0.05133914578061633,-0.05337915063856105,28.360000610351562,3.2060000896453857,-0.04238017310959831
2022-06-29,-0.0007119988201726959,0.012939721932534103,0.014630430523246505,-0.0027356780456732777,0.01405345471235067,-0.027917057186977873,-0.018100003611393488,0.02008557044357911,28.15999984741211,3.0929999351501465,0.005317679780691232
2022-06-30,-0.008797866246367652,-0.01819188181210602,-0.013266759074233362,-0.02482176060843954,-0.025195393281078386,-0.024951650904015372,-0.0177355774717728,-0.0165444857302848,28.709999084472656,2.9719998836517334,-0.018157413417904486
2022-07-01,0.010498511296639174,0.016034927386540946,0.010650307857564186,-0.002071634642804346,0.03105406439766482,-0.042860802493371424,0.012352524133575146,-0.007594653829462023,26.700000762939453,2.8889999389648438,0.008968326970520038
2022-07-05,0.0015828751061934918,0.01875336719336838,0.01251863929140999,0.04077580987594662,0.035330514810317494,0.029913594625563342,0.025215114905161356,0.049733066987401035,27.540000915527344,2.809000015258789,0.02803269267372787
