data,retorno_sp500,retorno_bigtech,vix,taxa_juros_10y
2022-03-15,0.0211826297241449,0.0363631237096659,29.82999992370605,2.1600000858306885
2022-03-16,0.0221369216483934,0.0389385087514644,26.670000076293945,2.187999963760376
2022-03-17,0.0122722050687002,0.0172848341232758,25.670000076293945,2.191999912261963
2022-03-21,-0.0004347548543014,0.0008024410665434,23.530000686645508,2.315000057220459
2022-03-22,0.0112406995540742,0.0341009184907348,22.940000534057617,2.372999906539917
2022-03-23,-0.0123486302524952,-0.0063111105794712,23.56999969482422,2.321000099182129
2022-03-24,0.014242012281618,0.0189402448729723,21.670000076293945,2.3410000801086426
2022-03-25,0.0050533807042376,0.0015932391706156,20.809999465942383,2.492000102996826
2022-03-28,0.0071195510200425,0.0302184417324156,19.6299991607666,2.476999998092652
2022-03-29,0.012182044101391,0.0131687710104441,18.899999618530277,2.400000095367432
2022-03-30,-0.0063135889990887,-0.0078321283350463,19.32999992370605,2.3580000400543213
2022-03-31,-0.0157763352268817,-0.0186474939937785,20.559999465942383,2.32699990272522
2022-04-01,0.003404420961463,0.0048261017535154,19.6299991607666,2.377000093460083
2022-04-04,0.0080583825321336,0.0334191841124606,18.56999969482422,2.4119999408721924
2022-04-05,-0.0126311590740053,-0.0249441644944407,21.030000686645508,2.555999994277954
2022-04-06,-0.0097644339124797,-0.0354479534939794,22.100000381469727,2.608999967575073
2022-04-07,0.0042443655520372,0.0028196170777768,21.549999237060547,2.6519999504089355
2022-04-08,-0.0026545466755523,-0.0182193493132172,21.15999984741211,2.713000059127808
2022-04-11,-0.0170213345846961,-0.0359461829180108,24.3700008392334,2.7799999713897705
2022-04-12,-0.0034233005304522,-0.0012863747494906,24.26000022888184,2.7249999046325684
2022-04-13,0.0111126032689019,0.0219816760387375,21.81999969482422,2.687000036239624
2022-04-14,-0.0122184803835081,-0.0292656792654185,22.700000762939453,2.828000068664551
2022-04-18,-0.0002048892724065,0.0078843246024385,22.170000076293945,2.861999988555908
2022-04-19,0.0159300447493866,0.0227651841349403,21.3700008392334,2.9130001068115234
2022-04-20,-0.0006186664061825,-0.0303331928728809,20.31999969482422,2.8399999141693115
2022-04-21,-0.014862855551311,-0.0138536302534204,22.68000030517578,2.9170000553131104
2022-04-25,0.0056817651441118,0.011126812695389,27.020000457763672,2.825999975204468
2022-04-27,0.0020958490249645,0.0023211872438288,31.600000381469727,2.818000078201294
2022-05-02,0.0056591992938186,0.0271624839236593,32.34000015258789,2.996000051498413
2022-05-03,0.0048254650753595,0.0020553643959104,29.25,2.9600000381469727
2022-05-06,-0.0056903844139527,-0.0097455647491184,30.190000534057617,3.122999906539917
2022-05-10,0.0024548817604092,0.0140085179700695,32.9900016784668,2.993000030517578
2022-05-12,-0.0012968049941124,-0.0075166616070179,31.770000457763672,2.816999912261963
2022-05-13,0.0235892679568694,0.0392131684478915,28.8700008392334,2.934999942779541
2022-05-16,-0.0039542085177224,-0.0172491351216315,27.46999931335449,2.877000093460083
2022-05-17,0.0199689195814626,0.0286659675621936,26.100000381469727,2.9679999351501465
2022-05-19,-0.0058508647773478,-0.0061924514507109,29.350000381469727,2.8550000190734863
2022-05-20,0.0001461310919903,-0.0139830568243652,29.43000030517578,2.7869999408721924
2022-05-23,0.0183849954120607,0.0216132669806861,28.479999542236328,2.858999967575073
2022-05-25,0.0094063856489315,0.0189247677278318,28.3700008392334,2.749000072479248
2022-05-26,0.0196881660077208,0.0363727334040266,27.5,2.75600004196167
2022-05-27,0.024441130195822,0.0400290764097942,25.71999931335449,2.743000030517578
2022-05-31,-0.0062941351936669,0.0021965517986113,26.190000534057617,2.844000101089477
2022-06-01,-0.0075109050411554,-0.0083045855674834,25.690000534057617,2.930999994277954
2022-06-02,0.0182632254155451,0.03156740166927,24.71999931335449,2.9130001068115234
2022-06-06,0.003132489407036,0.0105870722308272,25.06999969482422,3.0380001068115234
2022-06-07,0.0094783315317198,0.0062713138998046,24.020000457763672,2.9719998836517334
2022-06-08,-0.0108526230401553,-0.0007357042169824,23.959999084472656,3.0290000438690186
2022-06-09,-0.0240864576651555,-0.030576077691483,26.09000015258789,3.0439999103546143
2022-06-14,-0.0037808180394896,0.0070653860902597,32.689998626708984,3.4830000400543213
2022-06-15,0.0144870588365344,0.0367568561802638,29.6200008392334,3.3949999809265137
2022-06-17,0.0021984473410133,0.0149795305074142,31.1299991607666,3.239000082015991
2022-06-21,0.0241824749606719,0.0323246473619018,30.190000534057617,3.306999921798706
2022-06-22,-0.0013024200953574,-0.0032087627649591,28.950000762939453,3.1559998989105225
2022-06-23,0.0094870724855565,0.0143001504990569,29.049999237060547,3.068000078201294
2022-06-27,-0.0029774998903406,-0.0092163584922288,26.950000762939453,3.194000005722046
2022-06-29,-0.0007119988201726,0.0053176797806912,28.15999984741211,3.0929999351501465
2022-06-30,-0.0087978662463676,-0.0181574134179044,28.709999084472656,2.9719998836517334
2022-07-01,0.0104985112966391,0.00896832697052,26.700000762939453,2.888999938964844
2022-07-05,0.0015828751061934,0.0280326926737278,27.540000915527344,2.809000015258789
2022-07-06,0.0035667957050661,0.0068917507384285,26.729999542236328,2.9130001068115234
2022-07-07,0.0148537231809303,0.0262862959620046,26.07999992370605,3.007999897003174
2022-07-08,-0.0008306163961273,0.0043903465098238,24.63999938964844,3.1010000705718994
2022-07-11,-0.0115944176605255,-0.0354481179288026,26.170000076293945,2.990999937057495
2022-07-12,-0.0092868684974937,-0.0141188558855402,27.290000915527344,2.9579999446868896
2022-07-13,-0.0044668641118166,0.0015490467816401,26.81999969482422,2.9040000438690186
2022-07-14,-0.0030031388127643,-0.0002833363571819,26.399999618530277,2.9600000381469727
2022-07-15,0.0190192316586336,0.0168322253681656,24.229999542236328,2.930000066757202
2022-07-18,-0.0083987424858359,-0.0043734448456353,25.299999237060547,2.9600000381469727
2022-07-20,0.0058784939410571,0.018056724771948,23.8799991607666,3.0360000133514404
2022-07-21,0.0098130666895046,0.0292658467040991,23.11000061035156,2.9100000858306885
2022-07-22,-0.0093762872938138,-0.0251005061232419,23.030000686645508,2.782999992370605
2022-07-25,0.0013143029733058,-0.0100995399829583,23.36000061035156,2.819999933242798
2022-07-26,-0.0116103425992633,-0.0322402744276212,24.690000534057617,2.7869999408721924
2022-07-28,0.0120603197919128,0.0074863149965234,22.32999992370605,2.680999994277954
2022-07-29,0.0141077757817535,0.034660997372228,21.32999992370605,2.6419999599456787
2022-08-01,-0.0028270765449167,-0.0029398569015169,22.84000015258789,2.6059999465942383
2022-08-02,-0.0066846883788709,-0.0015964068475751,23.93000030517578,2.740999937057495
2022-08-03,0.0155174562700907,0.0320836936667085,21.950000762939453,2.747999906539917
2022-08-04,-0.0007776424495837,0.006153506285759,21.440000534057617,2.6760001182556152
2022-08-05,-0.0016270690189191,-0.0229430238339238,21.149999618530277,2.8399999141693115
2022-08-08,-0.0012383171221209,-0.0002372621721252,21.290000915527344,2.765000104904175
2022-08-09,-0.0042577442359264,-0.0083254563848741,21.770000457763672,2.796999931335449
2022-08-10,0.0210671584604074,0.034521441817052,19.739999771118164,2.7860000133514404
2022-08-11,-0.0007057229222018,-0.0120860390734612,20.200000762939453,2.888000011444092
2022-08-12,0.0171740469514926,0.0260619071945732,19.530000686645508,2.8489999771118164
2022-08-15,0.0039616840562331,0.0103959272806105,19.950000762939453,2.7909998893737797
2022-08-16,0.0018739228259478,-0.0032389720678501,19.690000534057617,2.8239998817443848
2022-08-17,-0.007264114867648,-0.0096001696294296,19.899999618530277,2.8929998874664307
